elm ,normal
mail ,normal
elm ,normal
lisp ,normal
composer ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
zcat | tar -xvf - ,normal
ls ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
vi ,normal
ls ,normal
cd ,normal
ls ,normal
vi ,normal
elm -f ,normal
ls ,normal
rm ,normal
ls ,normal
cd ,normal
ls ,normal
vi ,normal
vi ,normal
ls ,normal
vi ,normal
ls ,normal
cd ,normal
ls ,normal
elm ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
vi ,normal
vi ,normal
vi ,normal
ls ,normal
vi ,normal
ls ,normal
i ,normal
vi ,normal
ls ,normal
cp ,normal
cd ,normal
fg ,normal
ls ,normal
rm ,normal
cd ,normal
ls -l ,normal
exit ,normal
elm ,normal
mail ,normal
biff ,normal
elm ,normal
biff ,normal
elm ,normal
elm ,normal
elm ,normal
ls ,normal
elm ,normal
grep ,normal
mail ,normal
man ,normal
man -k ,normal
fg ,normal
look ,normal
fg ,normal
elm ,normal
finger ,normal
elm ,normal
finger ,normal
cd ,normal
ls ,normal
cd ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
cd ,normal
ls -l ,normal
date ,normal
more ,normal
ls -l ,normal
more ,normal
ls ,normal
more ,normal
ls ,normal
rm ,normal
ls ,normal
cd ,normal
ls ,normal
mail ,normal
elm ,normal
look ,normal
fg ,normal
fg ,normal
cd ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
vi ,normal
man ,normal
ls ,normal
cd ,normal
cd ,normal
ls ,normal
vi ,normal
echo ,normal
man -k ,normal
man ,normal
ls ,normal
cd ,normal
ls ,normal
biff ,normal
ls ,normal
elm ,normal
fg ,normal
exit ,normal
elm ,normal
biff ,normal
biff ,normal
mail ,normal
elm ,normal
date ,normal
rlogin -l ,normal
fg ,normal
elm ,normal
ls ,normal
biff ,normal
elm ,normal
mesg ,normal
finger ,normal
finger ,normal
talk ,normal
logout ,normal
elm ,normal
ls ,normal
finger ,normal
finger | more ,normal
biff ,normal
matlab ,normal
clear ,normal
elm ,normal
rn ,normal
ls ,normal
matlab ,normal
mail ,normal
fg ,normal
elm ,normal
ls ,normal
exit ,normal
elm ,normal
fk ,normal
matlab ,normal
elm ,normal
finger ,normal
finger ,normal
elm ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
ls -l ,normal
sccs ,normal
vi ,normal
vi ,normal
vi ,normal
vi ,normal
sccs ,normal
clear ,normal
fg ,normal
vi ,normal
sccs ,normal
ls ,normal
ls -l ,normal
vi ,normal
vi ,normal
vi ,normal
vi ,normal
clear ,normal
sccs ,normal
vi ,normal
sccs ,normal
exit ,normal
elm ,normal
mail ,normal
exit ,normal
elm ,normal
fk ,normal
date ,normal
mail ,normal
exit ,normal
elm ,normal
mail ,normal
finger ,normal
finger ,normal
finger ,normal
mail ,normal
fg ,normal
elm ,normal
elm ,normal
mail ,normal
ls ,normal
rm ,normal
cd ,normal
finger ,normal
finger ,normal
ls ,normal
ls -l ,normal
date ,normal
tail ,normal
psa ,normal
rlogin ,normal
rlogin ,normal
ls ,normal
vi ,normal
ls ,normal
ls -l ,normal
date ,normal
cd ,normal
ls ,normal
cd ,normal
ls ,normal
vi ,normal
