X ,normal
z ,normal
cd ,normal
cd ,normal
ll ,normal
vi ,normal
vi ,normal
z ,normal
elm ,normal
cd ,normal
matlab ,normal
z ,normal
X ,normal
z ,normal
vi ,normal
elm ,normal
ping ,normal
ping ,normal
cd ,normal
cd ,normal
ll ,normal
cd ,normal
cd ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
wc -l ,normal
ll ,normal
cd ,normal
math ,normal
cd ,normal
ll ,normal
cd ,normal
cd ,normal
ll ,normal
vi ,normal
ll ,normal
emacs -nw ,normal
ll ,normal
md ,normal
mv ,normal
mv ,normal
ll ,normal
cd ,normal
ll ,normal
latex ,normal
vi ,normal
latex ,normal
vi ,normal
latex ,normal
vi ,normal
latex ,normal
vi ,normal
latex ,normal
man ,normal
ll ,normal
dvips -d -Z ,normal
ll ,normal
lpr -Pmsl22 ,normal
lpq -P ,normal
cd ,normal
z ,normal
user ,normal
users ,normal
ct ,normal
who ,normal
mkdir ,normal
cd ,normal
ll ,normal
cd ,normal
vi ,normal
z ,normal
xbiff ,normal
& ,normal
elm ,normal
bc -l ,normal
elm ,normal
cd ,normal
cd ,normal
elm ,normal
elm ,normal
findall ,normal
elm ,normal
ct ,normal
ll ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
vi ,normal
man ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
man ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
vi ,normal
man ,normal
fg ,normal
bg ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
cat ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
<GENSYM:1>/foo.pl ,normal
cd ,normal
elm ,normal
z ,normal
ncftp ,normal
elm ,normal
ct ,normal
ll ,normal
ll ,normal
ll ,normal
ll ,normal
cp ,normal
ftp ,normal
ll ,normal
diff ,normal
findall ,normal
cd ,normal
f ,normal
r -l ,normal
cat ,normal
cp ,normal
cd ,normal
ll ,normal
cd ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
cat ,normal
elm ,normal
cat ,normal
cp ,normal
cd ,normal
cd ,normal
vi ,normal
vi ,normal
cd ,normal
cd ,normal
k ,normal
cd ,normal
elm ,normal
elm ,normal
findall ,normal
f ,normal
f ,normal
chfn ,normal
f ,normal
elm ,normal
nn ,normal
findall ,normal
f ,normal
elm ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
m ,normal
< ,normal
< ,normal
m ,normal
cd - ,normal
vi ,normal
make ,normal
vi ,normal
make ,normal
cd - ,normal
< ,normal
cd - ,normal
vi ,normal
make ,normal
vi ,normal
cd - ,normal
vi ,normal
make ,normal
< ,normal
m ,normal
fg ,normal
cd - ,normal
vi ,normal
emacs -nw ,normal
elm ,normal
findall ,normal
fg ,normal
fg ,normal
cd ,normal
elm ,normal
findall ,normal
f ,normal
talk ,normal
findall ,normal
X ,normal
z ,normal
cd ,normal
ll ,normal
< ,normal
< ,normal
< ,normal
< ,normal
< ,normal
< ,normal
< ,normal
z ,normal
z ,normal
cd ,normal
ll ,normal
vi ,normal
emacs -nw ,normal
z ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
cd ,normal
cd ,normal
ll ,normal
ghostview ,normal
& ,normal
cd ,normal
vi ,normal
nmn ,normal
nn ,normal
z ,normal
cd ,normal
cd ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
find -name -print ,normal
cd ,normal
f ,normal
find -name -perm ,normal
find -name -print ,normal
elm ,normal
xbiff ,normal
& ,normal
findall ,normal
elm ,normal
elm ,normal
z ,normal
uc ,normal
lpr -Pmsl22 ,normal
head ,normal
tail ,normal
vi ,normal
lpq -Pmsl22 ,normal
grep ,normal
lpq -Pmsl22 ,normal
lpr -Pmsl22 ,normal
lpq -Pmsl22 ,normal
lpq -Pmsl22 ,normal
lpq -Pmsl22 ,normal
lpq -Pmsl22 ,normal
lpq -Pmsl22 ,normal
lpq -Pmsl22 ,normal
lpq -Pmsl22 ,normal
lpq -Pmsl22 ,normal
head ,normal
tail ,normal
z ,normal
lname -l ,normal
echo ,normal
frame ,normal
maker ,normal
which ,normal
xbiff ,normal
& ,normal
ph ,normal
maker ,normal
& ,normal
ll ,normal
rm ,normal
z ,normal
elm ,normal
z ,normal
X ,normal
z ,normal
elm ,normal
z ,normal
elm ,normal
cd ,normal
cat ,normal
f ,normal
cd ,normal
cd ,normal
ll ,normal
< ,normal
< ,normal
< ,normal
vi ,normal
< ,normal
cat ,normal
< ,normal
cat ,normal
< ,normal
vi ,normal
< ,normal
< ,normal
cat ,normal
< ,normal
vi ,normal
< ,normal
< ,normal
vi ,normal
< ,normal
z ,normal
f ,normal
f ,normal
cat ,normal
cd ,normal
k ,normal
f ,normal
f ,normal
cd ,normal
elm ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
k ,normal
cd ,normal
vi ,normal
vi ,normal
newalias ,normal
vi ,normal
newalias ,normal
cd ,normal
emacs -nw ,normal
z ,normal
cd ,normal
ll ,normal
echo ,normal
echo ,normal
echo ,normal
date ,normal
ll ,normal
grep ,normal
cd ,normal
vi ,normal
s ,normal
ll ,normal
ll ,normal
h ,normal
z ,normal
cd ,normal
ll ,normal
m ,normal
cd ,normal
cd ,normal
make ,normal
k ,normal
make ,normal
make ,normal
make ,normal
k ,normal
make ,normal
man ,normal
make ,normal
make ,normal
make ,normal
ll ,normal
touch ,normal
make ,normal
k ,normal
ll ,normal
k ,normal
make ,normal
f ,normal
telnet ,normal
push ,normal
cd ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
md ,normal
cd ,normal
mv ,normal
cd ,normal
cd ,normal
ll ,normal
cd ,normal
ll ,normal
cd ,normal
cd ,normal
ll ,normal
chmod ,normal
chmod ,normal
elm ,normal
elm ,normal
cd ,normal
cd ,normal
vi ,normal
ct ,normal
vi ,normal
chmod ,normal
<GENSYM:1>/foo.pl ,normal
vi ,normal
<GENSYM:1>/foo.pl ,normal
